TimeCreated,EventID,hour_of_day,event_frequency,inter_event_gap_seconds,message_length,anomaly_score,prediction
2023-09-27 04:39:56.400262900+05:30,4688,4,6,0.2099651,1672,0.08003569984392755,normal
2023-09-27 04:39:56.627357800+05:30,4688,4,6,0.2270949,1667,0.0799119810624197,normal
2023-09-27 04:39:57.227976100+05:30,4689,4,3,0.6006183,291,0.06770253119697023,normal
2023-09-27 04:39:57.386127400+05:30,4688,4,6,0.1581513,1672,0.08155114988627865,normal
2023-09-27 04:39:57.960891500+05:30,4689,4,3,0.5747641,291,0.06770253119697023,normal
2023-09-27 04:39:58.119045700+05:30,4688,4,6,0.1581542,1672,0.08155114988627865,normal
2023-09-27 04:39:58.596792900+05:30,4689,4,3,0.4777472,291,0.06965673294167818,normal
2023-09-27 04:40:38.619070500+05:30,4689,4,7,40.0222776,286,-0.030392288606686302,anomaly
2023-09-27 04:40:39.429765800+05:30,4688,4,9,0.8106953,1608,0.0998359297826506,normal
2023-09-27 04:40:50.111686400+05:30,4689,4,7,10.6819206,241,0.05082562136870916,normal
2023-09-27 04:40:51.011611400+05:30,4688,4,9,0.899925,1600,0.10319781228900293,normal
2023-09-27 04:40:51.022988+05:30,4688,4,9,0.0113766,1605,0.12569450847453767,normal
2023-09-27 04:40:51.044784500+05:30,4689,4,7,0.0217965,230,0.10807534141870839,normal
2023-09-27 04:40:51.059082300+05:30,4688,4,9,0.0142978,1604,0.1268877153829765,normal
2023-09-27 04:40:51.079572500+05:30,4688,4,9,0.0204902,1602,0.12804235605144404,normal
2023-09-27 04:40:54.162755700+05:30,4689,4,7,3.0831832,232,0.0863009174475391,normal
2023-09-27 04:40:54.166113600+05:30,4688,4,9,0.0033579,1602,0.13062465190223982,normal
2023-09-27 04:40:57.251998200+05:30,4689,4,7,3.0858846,232,0.0863009174475391,normal
2023-09-27 04:40:57.255362400+05:30,4688,4,9,0.0033642,1601,0.1304680720647693,normal
2023-09-27 04:40:57.269807200+05:30,4688,4,9,0.0144448,1602,0.1303689606222847,normal
2023-09-27 04:40:57.289729+05:30,4689,4,7,0.0199218,232,0.11327695805004767,normal
2023-09-27 04:40:57.291396700+05:30,4689,4,7,0.0016677,231,0.11316250755551976,normal
2023-09-27 04:40:57.294464800+05:30,4688,4,9,0.0030681,1602,0.13062465190223982,normal
2023-09-27 04:41:00.365965300+05:30,4689,4,14,3.0715005,232,0.1086989614721261,normal
2023-09-27 04:41:00.369218300+05:30,4688,4,11,0.003253,1600,0.13170178626854434,normal
2023-09-27 04:41:00.381035500+05:30,4688,4,11,0.0118172,1601,0.13327916900384773,normal
2023-09-27 04:41:00.392922900+05:30,4689,4,14,0.0118874,232,0.14750084888730658,normal
2023-09-27 04:41:00.394637400+05:30,4689,4,14,0.0017145,230,0.14300301465730442,normal
2023-09-27 04:41:00.397755300+05:30,4688,4,11,0.0031179,1601,0.1333943949767974,normal
2023-09-27 04:41:00.408595900+05:30,4688,4,11,0.0108406,1602,0.133475928490349,normal
2023-09-27 04:41:00.421048800+05:30,4689,4,14,0.0124529,232,0.14740261606287192,normal
2023-09-27 04:41:00.422611800+05:30,4689,4,14,0.001563,231,0.1473645221631632,normal
2023-09-27 04:41:00.425295300+05:30,4688,4,11,0.0026835,1600,0.13147705114295577,normal
2023-09-27 04:41:00.435041900+05:30,4688,4,11,0.0097466,1601,0.13327916900384773,normal
2023-09-27 04:41:00.447485400+05:30,4689,4,14,0.0124435,232,0.14750084888730658,normal
2023-09-27 04:41:00.449234900+05:30,4689,4,14,0.0017495,230,0.1431022396065595,normal
2023-09-27 04:41:00.451995500+05:30,4688,4,11,0.0027606,1601,0.13317050269320518,normal
2023-09-27 04:41:00.461877900+05:30,4688,4,11,0.0098824,1602,0.133475928490349,normal
2023-09-27 04:41:00.474484200+05:30,4689,4,14,0.0126063,232,0.14738224055190657,normal
2023-09-27 04:41:00.475931+05:30,4689,4,14,0.0014468,231,0.14726625858966264,normal
2023-09-27 04:41:00.478219300+05:30,4689,4,14,0.0022883,231,0.14798572434845786,normal
